# intrinsicKT pT0isr mpipt0 mpias crr ATLAS_2014_I1300647/d01-x01-y01 [26 bins]
6.661570e-01 2.666723e+00 1.539020e+00 1.157945e-01 7.744095e-01 6.133513e-03 5.026342e-03 2.434353e-03 7.325868e-04 6.602689e-04 8.752829e-04 8.902736e-04 9.224122e-04 8.903971e-04 8.028740e-04 6.929051e-04 5.783027e-04 4.836954e-04 4.027448e-04 3.293294e-04 2.799338e-04 2.347759e-04 1.991526e-04 1.642486e-04 1.152641e-04 8.195008e-05 4.976268e-05 1.891840e-05 6.058091e-06 1.269833e-06 6.863985e-08
2.491128e+00 3.397000e+00 1.635097e+00 1.245782e-01 3.300116e-02 2.370645e-03 4.958599e-03 4.033606e-03 1.834765e-03 5.035144e-04 7.247504e-04 8.655818e-04 8.980622e-04 8.916542e-04 8.109073e-04 6.985815e-04 5.871907e-04 4.867068e-04 4.038956e-04 3.324510e-04 2.791098e-04 2.364728e-04 2.006841e-04 1.627903e-04 1.172782e-04 8.017240e-05 4.970732e-05 1.905350e-05 6.095839e-06 1.240499e-06 6.761642e-08
4.171829e-01 1.159843e+00 2.297835e+00 1.192757e-01 8.196141e+00 5.175570e-03 5.219741e-03 2.723606e-03 8.250989e-04 6.101531e-04 8.054266e-04 8.672264e-04 9.135734e-04 8.902349e-04 8.156040e-04 6.792295e-04 5.883205e-04 4.851411e-04 3.986564e-04 3.391827e-04 2.771383e-04 2.382975e-04 2.024107e-04 1.637672e-04 1.174601e-04 8.119940e-05 4.928681e-05 1.894357e-05 6.070965e-06 1.222670e-06 6.837383e-08
1.976841e+00 2.742514e+00 1.415111e+00 1.294182e-01 1.660678e+00 2.929591e-03 5.437774e-03 3.739673e-03 1.505148e-03 5.318518e-04 7.438224e-04 8.932016e-04 9.123493e-04 8.852061e-04 8.176545e-04 6.832372e-04 5.859029e-04 4.869530e-04 4.045109e-04 3.352282e-04 2.791943e-04 2.358636e-04 2.000873e-04 1.626554e-04 1.172773e-04 8.136883e-05 4.877823e-05 1.906888e-05 6.146551e-06 1.211538e-06 7.030401e-08
1.112121e+00 2.826334e+00 1.441924e+00 1.213209e-01 8.547150e+00 4.785783e-03 5.699528e-03 2.801520e-03 7.596713e-04 6.473072e-04 8.471144e-04 9.001870e-04 9.225463e-04 8.926822e-04 8.005438e-04 6.863209e-04 5.842394e-04 4.851172e-04 3.955743e-04 3.336175e-04 2.769958e-04 2.366173e-04 1.984577e-04 1.651964e-04 1.171584e-04 7.958959e-05 4.928516e-05 1.895002e-05 6.024879e-06 1.227294e-06 6.755069e-08
1.147201e+00 2.284924e+00 1.758562e+00 1.127055e-01 7.738800e+00 4.591927e-03 5.657362e-03 2.868723e-03 8.204546e-04 6.236926e-04 8.327586e-04 8.864258e-04 8.968895e-04 8.882123e-04 8.089744e-04 6.939223e-04 5.846750e-04 4.829970e-04 4.028358e-04 3.299410e-04 2.816268e-04 2.342985e-04 2.020730e-04 1.635432e-04 1.159798e-04 8.062949e-05 4.942618e-05 1.912397e-05 6.044437e-06 1.226096e-06 6.839442e-08
2.188810e+00 2.972253e+00 1.317219e+00 1.159951e-01 2.742211e+00 2.612619e-03 5.356333e-03 3.839400e-03 1.613440e-03 4.885259e-04 7.507018e-04 8.640645e-04 9.243134e-04 8.956332e-04 8.101189e-04 6.939368e-04 5.785042e-04 4.936509e-04 4.002659e-04 3.265044e-04 2.819143e-04 2.371356e-04 1.984033e-04 1.649814e-04 1.163153e-04 8.038004e-05 4.949137e-05 1.872221e-05 6.040931e-06 1.259426e-06 6.621023e-08
1.752861e+00 5.831248e-01 2.493955e+00 1.230544e-01 1.819667e+00 3.251600e-03 5.569159e-03 3.494448e-03 1.270907e-03 5.475263e-04 7.775919e-04 8.476266e-04 8.868867e-04 9.003243e-04 8.197548e-04 6.978397e-04 5.860818e-04 4.855440e-04 4.048696e-04 3.343564e-04 2.832797e-04 2.348434e-04 2.012446e-04 1.637703e-04 1.176520e-04 8.207647e-05 4.958046e-05 1.898690e-05 6.099016e-06 1.228951e-06 6.892337e-08
1.107780e+00 1.593006e+00 1.845283e+00 1.228598e-01 7.731611e+00 4.255949e-03 5.714643e-03 3.022375e-03 8.979976e-04 5.891794e-04 8.162026e-04 8.924807e-04 9.194820e-04 8.745643e-04 8.086424e-04 6.985833e-04 5.818477e-04 4.851303e-04 4.010501e-04 3.314008e-04 2.834700e-04 2.325134e-04 2.024046e-04 1.652189e-04 1.160825e-04 8.155114e-05 4.942716e-05 1.904405e-05 6.053720e-06 1.248100e-06 6.765514e-08
1.745101e+00 3.422769e+00 1.468709e+00 1.188500e-01 7.652828e+00 3.408706e-03 5.801891e-03 3.403697e-03 1.114902e-03 6.121199e-04 8.217509e-04 8.900333e-04 9.243645e-04 9.018061e-04 7.967981e-04 6.998462e-04 5.784589e-04 4.837424e-04 4.034258e-04 3.317538e-04 2.790975e-04 2.322864e-04 2.011071e-04 1.651872e-04 1.159836e-04 8.071196e-05 4.905123e-05 1.895942e-05 5.994511e-06 1.237681e-06 6.908168e-08
